Rack#,Tube#,Photo_Name,Population,Pollen_Donor,Floral_Seq_Donor,3_6,Pollen_Recipient,Floral_Seq_Rec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,309,ER24B12,ER,24B,1,2,8C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,301,ER24B126,ER,24B,12,6,1C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,110,ER24B46,ER,24B,4,6,8C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,113,ER24B46,ER,24B,4,6,22C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,164,ER25A56,ER,25A,5,6,2C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,165,ER25A56,ER,25A,5,6,22C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,166,ER25A56,ER,25A,5,6,13C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,103,ER25A93,ER,25A,9,3,13C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,ER25A93,ER,25A,9,3,9C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,105,ER25B36,ER,25B,3,6,13A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,114,ER25B36,ER,25B,3,6,16C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,81,ER25B53,ER,25B,5,3,21C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,82,ER25B53,ER,25B,5,3,19C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,157,ER2A103,ER,2A,10,3,14C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,33,ER2A123,ER,2A,12,3,16C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,34,ER2A123,ER,2A,12,3,24C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,60,ER2A56,ER,2A,5,6,18C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,63,ER2A56,ER,2A,5,6,19A,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,66,ER2A56,ER,2A,5,6,5C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,578,ER2B113,ER,2B,11,3,9C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,579,ER2B113,ER,2B,11,3,1C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,137,ER2B76,ER,2B,7,6,6C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,138,ER2B76,ER,2B,7,6,25C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,69,ER3A66,ER,3A,6,6,17C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,444,ER3A86,ER,3A,8,6,12C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,445,ER3A86,ER,3A,8,6,19C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,442,ER3A93,ER,3A,9,3,6C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,443,ER3A93,ER,3A,9,3,6C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,411,ER4A76,ER,4A,7,6,7C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,412,ER4A76,ER,4A,7,6,2C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,419,ER4A93,ER,4A,9,3,9C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,420,ER4A93,ER,4A,9,3,11C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,193,ER5A106,ER,5A,10,6,20C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,194,ER5A106,ER,5A,10,6,3C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,195,ER5A106,ER,5A,10,6,12C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,128,ER5A13,ER,5A,1,3,8C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,123,ER5A43,ER,5A,4,3,21A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,72,ER5A93,ER,5A,9,3,8C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,73,ER5A93,ER,5A,9,3,22C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,42,ER5B103,ER,5B,10,3,25C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,43,ER5B103,ER,5B,10,3,18C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,121,ER5B26,ER,5B,2,6,16C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,122,ER5B26,ER,5B,2,6,1C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,485,ER6A173,ER,6A,17,3,25C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,242,ER6A223,ER,6A,22,3,1C,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,243,ER6A223,ER,6A,22,3,5C,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,ER6A26,ER,6A,2,6,18C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,89,ER6A26,ER,6A,2,6,17A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,94,ER6A26,ER,6A,2,6,14C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,116,ER6B46,ER,6B,4,6,2C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,119,ER6B46,ER,6B,4,6,8C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,106,ER6B63,ER,6B,6,3,1C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,107,ER6B63,ER,6B,6,3,25A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,486,ER7A163,ER,7A,16,3,14C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,487,ER7A163,ER,7A,16,3,21C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,61,ER7A36,ER,7A,3,6,25C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,64,ER7A36,ER,7A,3,6,17C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,65,ER7A36,ER,7A,3,6,18C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,151,ER7A63,ER,7A,6,3,20C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,152,ER7A63,ER,7A,6,3,15C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,571,ER7B143,ER,7B,14,3,5C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,580,ER7B143,ER,7B,14,3,24C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,101,ER7B56,ER,7B,5,6,5A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,102,ER7B56,ER,7B,5,6,24A,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,416,ER8A156,ER,8A,15,6,9C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,424,ER8A156,ER,8A,15,6,5C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,425,ER8A156,ER,8A,15,6,7C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,509,ER8A203,ER,8A,20,3,21C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,510,ER8A203,ER,8A,20,3,20C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,46,ER8B103,ER,8B,10,3,18C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,47,ER8B103,ER,8B,10,3,12C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,45,ER8B86,ER,8B,8,6,19C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,54,ER8B86,ER,8B,8,6,17C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,428,ER9A126,ER,9A,12,6,24C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,429,ER9A126,ER,9A,12,6,10C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,430,ER9A126,ER,9A,12,6,16C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,482,ER9A193,ER,9A,19,3,18C,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,484,ER9A193,ER,9A,19,3,20C,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,426,ER9B13,ER,9B,1,3,10C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,427,ER9B13,ER,9B,1,3,24C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,303,ER9B26,ER,9B,2,6,1C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,304,ER9B26,ER,9B,2,6,2C,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,302,ER9B83,ER,9B,8,3,5C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,367,GP11A126,GP,11A,12,6,19C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,368,GP11A126,GP,11A,12,6,64C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,201,GP14A123,GP,14A,12,3,15C,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,407,GP14A66,GP,14A,6,6,75C,3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,408,GP14A66,GP,14A,6,6,22C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,406,GP14A73,GP,14A,7,3,75C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,129,GP14B16,GP,14B,1,6,22C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,130,GP14B16,GP,14B,1,6,15C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,489,GP14B46,GP,14B,4,6,15C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,490,GP14B46,GP,14B,4,6,22C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,494,GP14B63,GP,14B,6,3,19C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,495,GP14B63,GP,14B,6,3,37C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,413,GP15A36,GP,15A,3,6,18C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,414,GP15A36,GP,15A,3,6,75C,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,415,GP15A36,GP,15A,3,6,75C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,319,GP15B16,GP,15B,1,6,14C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,320,GP15B16,GP,15B,1,6,37C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,317,GP15B23,GP,15B,2,3,19C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,318,GP15B23,GP,15B,2,3,37C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,584,GP17A66,GP,17A,6,6,14C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,585,GP17A66,GP,17A,6,6,15C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,324,GP17B2 (8?)6,GP,17B,2 (8?),6,22C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,323,GP17B26,GP,17B,2,6,15C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,321,GP17B33,GP,17B,3,3,75C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,322,GP17B33,GP,17B,3,3,37C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,631,GP17B96,GP,17B,9,6,37C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,644,GP17B96,GP,17B,9,6,19C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,199,GP18A183,GP,18A,18,3,22C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,200,GP18A183,GP,18A,18,3,33C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,587,GP18A96,GP,18A,9,6,14C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,588,GP18A96,GP,18A,9,6,75C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,581,GP19A73,GP,19A,7,3,15C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,586,GP19A73,GP,19A,7,3,22C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,589,GP19A73,GP,19A,7,3,15C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP19A73,,,,,,,,,,,,,,,,,,,,,,,,
2,144,GP19B16,GP,19B,1,6,15C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP19B16,,,,,,,,,,,,,,,,,,,,,,,,
2,145,GP19B16,GP,19B,1,6,22C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP19B16,,,,,,,,,,,,,,,,,,,,,,,,
2,146,GP19B23,GP,19B,2,3,15C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP19B23,,,,,,,,,,,,,,,,,,,,,,,,
2,147,GP19B23,GP,19B,2,3,75C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP19B23,,,,,,,,,,,,,,,,,,,,,,,,
6,409,GP22A66,GP,22A,6,6,18C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP22A66,,,,,,,,,,,,,,,,,,,,,,,,
6,410,GP22A66,GP,22A,6,6,14C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP22A66,,,,,,,,,,,,,,,,,,,,,,,,
2,91,GP22B13,GP,22B,1,3,75C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP22B13,,,,,,,,,,,,,,,,,,,,,,,,
2,99,GP22B13,GP,22B,1,3,15C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP22B13,,,,,,,,,,,,,,,,,,,,,,,,
5,369,GP33A116,GP,33A,11,6,19C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33A116,,,,,,,,,,,,,,,,,,,,,,,,
5,379,GP33A116,GP,33A,11,6,64C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33A116,,,,,,,,,,,,,,,,,,,,,,,,
5,371,GP33A123,GP,33A,12,3,15C,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33A123,,,,,,,,,,,,,,,,,,,,,,,,
4,290,GP33B56,GP,33B,5,6,75C,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33B56,,,,,,,,,,,,,,,,,,,,,,,,
4,291,GP33B56,GP,33B,5,6,18C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33B56,,,,,,,,,,,,,,,,,,,,,,,,
4,285,GP33B73,GP,33B,7,3,18C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33B73,,,,,,,,,,,,,,,,,,,,,,,,
4,288,GP33B73,GP,33B,7,3,75C,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP33B73,,,,,,,,,,,,,,,,,,,,,,,,
7,498,GP37B126,GP,37B,12,6,22C,2B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP37B126,,,,,,,,,,,,,,,,,,,,,,,,
7,511,GP37B126,GP,37B,12,6,14C,B71,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP37B126,,,,,,,,,,,,,,,,,,,,,,,,
2,92,GP37B26,GP,37B,2,6,15C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP37B26,,,,,,,,,,,,,,,,,,,,,,,,
2,131,GP37B73,GP,37B,7,3,75C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP37B73,,,,,,,,,,,,,,,,,,,,,,,,
5,361,GP42A126,GP,42A,12,6,19C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP42A126,,,,,,,,,,,,,,,,,,,,,,,,
5,362,GP42A126,GP,42A,12,6,37C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP42A126,,,,,,,,,,,,,,,,,,,,,,,,
5,363,GP42A133,GP,42A,13,3,15C,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP42A133,,,,,,,,,,,,,,,,,,,,,,,,
2,132,GP42B46,GP,42B,4,6,75C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP42B46,,,,,,,,,,,,,,,,,,,,,,,,
2,133,GP42B46,GP,42B,4,6,14C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP42B46,,,,,,,,,,,,,,,,,,,,,,,,
8,582,GP44A63,GP,44A,6,3,15C,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP44A63,,,,,,,,,,,,,,,,,,,,,,,,
8,583,GP44A63,GP,44A,6,3,75C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP44A63,,,,,,,,,,,,,,,,,,,,,,,,
4,282,GP46B76,GP,46B,7,6,19C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP46B76,,,,,,,,,,,,,,,,,,,,,,,,
4,283,GP46B76,GP,46B,7,6,37C,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP46B76,,,,,,,,,,,,,,,,,,,,,,,,
7,503,GP51B13,GP,51B,1,3,65C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP51B13,,,,,,,,,,,,,,,,,,,,,,,,
7,505,GP51B13,GP,51B,1,3,33C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP51B13,,,,,,,,,,,,,,,,,,,,,,,,
4,315,GP65B26,GP,65B,2,6,19C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP65B26,,,,,,,,,,,,,,,,,,,,,,,,
4,316,GP65B26,GP,65B,2,6,22C,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP65B26,,,,,,,,,,,,,,,,,,,,,,,,
7,499,GP65B53,GP,65B,5,3,18C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP65B53,,,,,,,,,,,,,,,,,,,,,,,,
7,507,GP65B53,GP,65B,5,3,65C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP65B53,,,,,,,,,,,,,,,,,,,,,,,,
8,590,GP6A116,GP,6A,11,6,22C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A116,,,,,,,,,,,,,,,,,,,,,,,,
4,292,GP6A46,GP,6A,4,6,14C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A46,,,,,,,,,,,,,,,,,,,,,,,,
4,293,GP6A46,GP,6A,4,6,15C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A46,,,,,,,,,,,,,,,,,,,,,,,,
3,213,GP6A76,GP,6A,7,6,14C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A76,,,,,,,,,,,,,,,,,,,,,,,,
3,216,GP6A76,GP,6A,7,6,65C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A76,,,,,,,,,,,,,,,,,,,,,,,,
3,205,GP6A83,GP,6A,8,3,15C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A83,,,,,,,,,,,,,,,,,,,,,,,,
3,206,GP6A83,GP,6A,8,3,42C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP6A83,,,,,,,,,,,,,,,,,,,,,,,,
3,198,GP75A66,GP,75A,6,6,15C,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP75A66,,,,,,,,,,,,,,,,,,,,,,,,
3,203,GP75A66,GP,75A,6,6,22C,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP75A66,,,,,,,,,,,,,,,,,,,,,,,,
3,207,GP75A66,GP,75A,6,6,14C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP75A66,,,,,,,,,,,,,,,,,,,,,,,,
7,504,GP75B86,GP,75B,8,6,15C,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP75B86,,,,,,,,,,,,,,,,,,,,,,,,
7,506,GP75B86,GP,75B,8,6,22C,B51,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP75B86,,,,,,,,,,,,,,,,,,,,,,,,
5,365,GP79A56,GP,79A,5,6,64C,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP79A56,,,,,,,,,,,,,,,,,,,,,,,,
5,380,GP79A56,GP,79A,5,6,37C,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP79A56,,,,,,,,,,,,,,,,,,,,,,,,
5,366,GP79A63,GP,79A,6,3,42C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP79A63,,,,,,,,,,,,,,,,,,,,,,,,
5,364,MC10A113,MC,10A,11,3,18C,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC10A113,,,,,,,,,,,,,,,,,,,,,,,,
5,381,MC10A86,MC,10A,8,6,6C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC10A86,,,,,,,,,,,,,,,,,,,,,,,,
5,375,MC10A96,MC,10A,9,6,1C,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC10A96,,,,,,,,,,,,,,,,,,,,,,,,
5,347,MC11B103,MC,11B,10,3,13C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC11B103,,,,,,,,,,,,,,,,,,,,,,,,
5,348,MC11B103,MC,11B,10,3,2C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC11B103,,,,,,,,,,,,,,,,,,,,,,,,
5,345,MC11B56,MC,11B,5,6,3C,B5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC11B56,,,,,,,,,,,,,,,,,,,,,,,,
5,346,MC11B56,MC,11B,5,6,2C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC11B56,,,,,,,,,,,,,,,,,,,,,,,,
5,388,MC12A46,MC,12A,4,6,13C,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC12A46,,,,,,,,,,,,,,,,,,,,,,,,
5,389,MC12A53,MC,12A,5,3,1C,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC12A53,,,,,,,,,,,,,,,,,,,,,,,,
5,340,MC15B26,MC,15B,2,6,3C,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC15B26,,,,,,,,,,,,,,,,,,,,,,,,
